      0.300000000000  ********************  ********************  ********************  ********************  ********************  ********************  ********************    
      0.301000000000  ********************  ********************  ********************  ********************  ********************  ********************  ********************    
      0.302000000000  ********************  ********************  ********************  ********************  ********************  ********************  ********************    
      0.355000000000  1466796.101180622820  1466798.714545743540  1466803.941275984747  1466811.781371346209  1466822.234831828857  1466835.301657431526  1466850.981848155148    
      0.356000000000  1418013.274637198076  1418015.873341112630  1418021.070748941973  1418028.866860685637  1418039.261676344089  1418052.255195917096  1418067.847419404658    
      0.357000000000  1370981.344107484678  1370983.928273223806  1370989.096604702761  1370996.849101921078  1371007.185764878755  1371020.106593575561  1371035.611588011961    
      0.358000000000  1325632.850609606132  1325635.420358828502  1325640.559857273009  1325648.269104939885  1325658.548101828899  1325671.396847940050  1325686.815343273571    
      0.359000000000  1281903.111631465144  1281905.667084474815  1281910.777990493923  1281918.444349522237  1281928.666161560453  1281941.443426608108  1281956.776144665200    
      0.360000000000  1239730.099586273776  1239732.640862040222  1239737.723413572880  1239745.347240871983  1239755.512343937298  1239768.218722769292  1239783.466377367498    
      0.361000000000  1199054.325905686943  1199056.853121863212  1199061.907554216217  1199069.489202745259  1199079.598067450803  1199092.234148332616  1199107.397445390699    
      0.362000000000  1159818.730494366493  1159821.243767307838  1159826.270313190296  1159833.810132014332  1159843.863223779481  1159856.429588486208  1159871.509226134047    
      0.363000000000  1121968.576284176903  1121971.075728957774  1121976.074618519284  1121983.572952861665  1121993.570731984917  1122006.067955888808  1122021.064624573803    
      0.364000000000  1085451.348639533622  1085453.834369965596  1085458.805830829544  1085466.263022125699  1085476.205943853827  1085488.634596013930  1085503.548978606006    
      0.365000000000  1050216.659378309036  1050219.131506958511  1050224.075764257461  1050231.492150205653  1050241.380664803553  1050253.741308050696  1050268.574079947313    
      0.366000000000  1016216.155184627161  1016218.613822831539  1016223.531099240528  1016230.907013854012  1016240.741566672106  1016253.034757694579  1016267.786586921662    
      0.367000000000   983403.430201355717   983405.875459241099   983410.765975011862   983418.101748667890   983427.882780209300   983440.109069636208   983454.780616948265    
      0.368000000000   951733.942600880517   951736.374587377184   951741.238560370402   951748.534519860405   951758.262465846958   951770.422398330178   951785.014317309950    
      0.369000000000   921164.934942972963   921167.353765832144   921172.191411550273   921179.447880127700   921189.123171564192   921201.217285859864   921215.730223014602    
      0.370000000000   891655.358138187672   891657.763903997140   891662.575435616192   891669.792733044713   891679.415796282701   891691.444625330274   891705.879220187198    
      0.371000000000   863165.798844473669   863168.191658673808   863172.977287074085   863180.155729674618   863189.726986475056   863201.691057475749   863216.047942676698    
      0.372000000000   835658.410133265890   835660.790100164595   835665.550033962238   835672.689934658702   835682.209802253754   835694.109636747628   835708.389438140322    
      0.373000000000   809096.845269611920   809099.212492400198   809103.946937976871   809111.048606342054   809120.517497495515   809132.353611437255   809146.556948167388    
      0.374000000000   783446.194458625396   783448.549039391917   783453.258200925426   783460.321943225455   783469.740266292240   783481.513170125661   783495.640654725838    
      0.375000000000   758672.924417950329   758675.266457696562   758679.950537189143   758686.976656427956   758696.344815413118   758708.055014144513   758722.107252622372    
      0.376000000000   734744.820642919047   734747.150241573108   734751.809438881464   734758.798234843649   734768.116629460012   734779.764622730552   734793.742214655038    
      0.377000000000   711630.932237677975   711633.249494109186   711637.884006971843   711644.835776265711   711654.104801990790   711665.691084147198   711679.594622734934    
      0.378000000000   689301.519191861036   689303.824203894008   689308.434227959951   689315.349264058983   689324.569312190870   689336.094372355845   689349.924444553792    
      0.379000000000   667728.001988335745   667730.294852763996   667734.880581620149   667741.759174904553   667750.930632617092   667762.394954757765   667776.152141326573    
      0.380000000000   646882.913433173439   646885.194245772669   646889.755870971014   646896.598308768589   646905.721559165278   646917.125622161082   646930.810497756233    
      0.381000000000   626739.852604352753   626742.121459894697   626746.659170978586   626753.465737604420   626762.541159772081   626773.885437481687   626787.498570733238    
      0.382000000000   607273.440820806893   607275.697813072125   607280.211797602708   607286.982774398639   607296.010743459803   607307.295704786433   607320.837658378063    
      0.383000000000   588459.279538178933   588461.524759970023   588466.015203552321   588472.750868925708   588481.731756090303   588492.957865046104   588506.429195792996    
      0.384000000000   570273.910082268412   570276.143625422497   570280.610711730551   570287.311341192690   570296.245513808797   570307.413229578990   570320.814488503151    
      0.385000000000   552694.775135475560   552696.997090876568   552701.441001678701   552708.106867881841   552716.994689486106   552728.104466491379   552741.436198897660    
      0.386000000000   535700.181895613088   535702.392353204661   535706.813268387923   535713.444641162758   535722.286471529282   535733.338759487378   535746.601505037164    
      0.387000000000   519269.266830440203   519271.465879237512   519275.863976832130   519282.461123223999   519291.257318413176   519302.252562399604   519315.446855183342    
      0.388000000000   503381.961954883416   503384.149682984978   503388.525139188103   503395.088323492790   503403.839235899039   503414.777876406908   503427.904245016281    
      0.389000000000   488018.962561509165   488021.139056108892   488025.492045308289   488032.021529107355   488040.727507506206   488051.609980504669   488064.668948102917    
      0.390000000000   473161.696338072710   473163.861685471260   473168.192380268360   473174.688422464125   473183.349812058383   473194.176549051132   473207.168633442547    
      0.391000000000   458792.293809217925   458794.448094834283   458798.756666067115   458805.219522916304   458813.836665381910   458824.608093463990   458837.533807162370    
      0.392000000000   444893.560042318946   444895.703350701660   444899.989967467031   444906.419892615173   444914.993126146088   444925.709668059659   444938.569518355944    
      0.393000000000   431448.947560417291   431451.079975255358   431455.344804931432   431461.742049445573   431470.271708797722   431480.933782988053   431493.728272016277    
      0.394000000000   418442.530407820363   418444.652011954167   418448.895220221893   418455.260032623424   418463.746449158818   418474.354469828017   418487.084094631078    
      0.395000000000   405858.979316593846   405861.090192026109   405865.311942890694   405871.644569187483   405880.088070916652   405890.642448078026   405903.307700671663    
      0.396000000000   393683.537924574688   393685.638152480766   393689.838608292921   393696.139292011212   393704.540203635523   393715.041343166027   393727.642710602551    
      0.397000000000   381901.999997883104   381904.089658621466   381908.268980098364   381914.537962313625   381922.896605267248   381933.344908959349   381945.882873389870    
      0.398000000000   370500.687613131187   370502.766786253836   370506.925132499135   370513.162651867198   370521.479344357795   370531.875209971040   370544.350248706993    
      0.399000000000   359466.430256618070   359468.499020880321   359472.636549404939   359478.842842191865   359487.117899241042   359497.461720552528   359509.874306126265    
      0.400000000000   348786.544799804629   348788.603233175410   348792.720099916914   348798.895400029200   348807.129133512266   348817.421300366055   348829.771900590567    
      0.401000000000   338448.816312272684   338450.864491943968   338454.960851286538   338461.105390300334   338469.298108985473   338479.539007341897   338491.828085369547    
      0.402000000000   328441.479675174865   328443.517677571625   328447.593682365085   328453.707689555245   328461.859699142224   328472.049711125845   328484.277725506225    
      0.403000000000   318753.201959892001   318755.229860681517   318759.285662260489   318765.369364629034   318773.480967786978   318783.620471734495   318795.787876471470    
      0.404000000000   309373.065538281808   309375.083412383159   309379.119160585804   309385.172782889742   309393.244279295031   309403.333649801672   309415.440894409607    
      0.405000000000   300290.551892422896   300292.559814016102   300296.575657202455   300302.599421982013   300310.631108354719   300320.670716320630   300332.718245879689    
      0.406000000000   291495.526093262830   291497.524135797983   291501.520220868231   291507.514348473691   291515.506518614187   291525.496731289895   291537.484986500640    
      0.407000000000   282978.221918987110   282980.210155193286   282984.186627605697   282990.151336224284   282998.104281049105   283008.045462080161   283019.974879317335    
      0.408000000000   274729.227585247136   274731.206087141356   274735.163090929796   274741.098596612457   274749.012604189396   274758.905113660614   274770.776125025994    
      0.409000000000   266739.472060694068   266741.440899589856   266745.378577381314   266751.285094068618   266759.160449651652   266769.004644130415   266780.817677505023    
      0.410000000000   259000.211942447437   259002.171188963315   259006.089681995101   259011.967421542766   259019.804407606367   259029.600640185818   259041.356119281147    
      0.411000000000   251503.018867308885   251504.968591377081   251508.868039513443   251514.717211718002   251522.516107990697   251532.264728331618   251543.963072740735    
      0.412000000000   244239.767435616726   244241.707706491201   244245.588248240238   244251.409060863720   244259.170144361735   244268.871498734254   244280.513123981276    
      0.413000000000   237202.623625696346   237204.554511961236   237208.416284491075   237214.208943285892   237221.932488345541   237231.586919670168   237243.172237259685    
      0.414000000000   230384.033677855681   230385.955247433303   230389.798386588460   230395.563095321239   230403.249373631610   230412.857221519604   230424.386638985190    
      0.415000000000   223776.713427819341   223778.625747977989   223782.450388295256   223788.187348771171   223795.836629405734   223805.398230198945   223816.872151150776    
      0.416000000000   217373.638070414949   217375.541207776958   217379.347482500976   217385.056894587062   217392.669444035128   217402.185130845231   217413.603955017345    
      0.417000000000   211168.032335182739   211169.926355732168   211173.714396831056   211179.396458479372   211186.972540677118   211196.442643424292   211207.806766720954    
      0.418000000000   205153.361056387046   205155.246025477303   205159.015963657759   205164.670870928443   205172.210747289384   205181.635592740524   205192.945407281921    
      0.419000000000   199323.320120724762   199325.196103085997   199328.948067808466   199334.576014892198   199342.079944337136   199351.459856143338   199362.715750310774    
      0.420000000000   193671.827776732534   193673.694836479262   193677.428955972689   193683.030135212844   193690.498374199757   193699.833672933339   193711.036031413649    
      0.421000000000   188193.016290646396   188194.874491284660   188198.590892561100   188204.165494475805   188211.598297028744   188220.889300219918   188232.038504049327    
      0.422000000000   182881.223934106732   182883.073338541290   182886.772147410375   182892.320360714017   182899.717978452187   182908.965000624914   182920.061427232198    
      0.423000000000   177730.987289785204   177732.827960326686   177736.509301409737   177742.031313034240   177749.393995200255   177758.597347907809   177769.641371156846    
      0.424000000000   172737.033861598029   172738.865859970043   172742.529856713983   172748.025851829909   172755.353845317848   172764.513837177772   172775.505827409652    
      0.425000000000   167894.274976774148   167896.098364119855   167899.745138811326   167905.215300848475   167912.508850231388   167921.625786960009   167932.566111034364    
      0.426000000000   163197.798967604205   163199.613804493507   163203.243478272081   163208.687988939986   163215.947336497164   163225.021520943614   163235.910542279395    
      0.427000000000   158642.864621225541   158644.670967661485   158648.283660533401   158653.702699841262   158660.928085585096   158669.959817764902   158680.797896380624    
      0.428000000000   154224.894886318449   154226.692801744066   154230.288632595213   154235.682378872007   154242.874040574359   154251.863617702329   154262.651110255858    
      0.429000000000   149939.470826065110   149941.260369369702   149944.839455978916   149950.208085892722   149957.366259111091   149966.313975634082   149977.051235461666    
      0.430000000000   145782.325807196146   145784.107036721951   145787.669495773560   145793.013184350973   145800.138102454221   145809.044250083243   145819.731627238070    
      0.431000000000   141749.339915386750   141751.112888935138   141754.658836031886   141759.977756677050   141767.069650870573   141775.934518612514   141786.572359902813    
      0.432000000000   137836.534587689326   137838.299362527090   137841.828912202589   137847.123236715852   137854.182336066908   137863.006210255669   137873.594859282224    
      0.433000000000   134040.067453092546   134041.824085958040   134045.337351689086   134050.607250285597   134057.633781747631   134066.416946075187   134076.956743268238    
      0.434000000000   130356.227372684894   130357.975919794204   130361.473014012838   130366.718655340766   130373.712843778005   130382.455579324567   130392.946861980454    
      0.435000000000   126781.429671260543   126783.170188313365   126786.651222419023   126791.872773577532   126798.834841788834   126807.537427052972   126817.980529369946    
      0.436000000000   123312.211552569788   123313.944094755425   123317.409179126698   123322.606805683638   123329.536974426184   123338.199685354411   123348.594938468232    
      0.437000000000   119945.227690733795   119946.952312736947   119950.401556743265   119955.575422752750   119962.473910765402   119971.097020781192   119981.444752800147    
      0.438000000000   116677.245990681244   116678.962746687786   116682.396258700886   116687.546526720573   116694.413550746787   116702.997330779559   116713.297866818888    
      0.439000000000   113505.143510758193   113506.852454460866   113510.270341866199   113515.397172974190   113522.232947784854   113530.777666298178   113541.031328514189    
      0.440000000000   110425.902540958210   110427.603725562149   110431.006094770011   110436.109648581813   110442.914386997552   110451.420310017216   110461.627417640819    
      0.441000000000   107436.606830498276   107438.300308726597   107441.687265183238   107446.767699868185   107453.541612781453   107462.009003923056   107472.169873292965    
      0.442000000000   104534.437958736380   104536.123782835610   104539.495431034054   104544.552903331743   104551.296199728662   104559.725320224796   104569.840264820159    
      0.443000000000   101716.671843671706   101718.350065417151   101721.706508908042   101726.741174144379   101733.454061126162   101741.845169853361   101751.914500326020    
      0.444000000000    98980.675382521775    98982.346053222820    98985.687394624911    98990.699406728047    98997.382089532242    99005.735443037469    99015.759467243755    
      0.445000000000    96323.903219097992    96325.566389603351    96328.892730614039    96333.882242130072    96340.534924151478    96348.850776678228    96358.829799710293    
      0.446000000000    93743.894632922893    93745.550353625717    93748.861795031349    93753.828957139791    93760.451839951071    93768.730443465145    93778.664767682043    
      0.447000000000    91238.270545246298    91239.918866089312    91243.215507775341    91248.160470304385    91254.753753676428    91262.995357891486    91272.885282949544    
      0.448000000000    88804.730637321336    88806.371607801848    88809.653548762886    88814.576460204436    88821.140342126499    88829.345194529087    88839.191017412188    
      0.449000000000    86441.050576491863    86442.684245666722    86445.951584016453    86450.852591541057    86457.387268240491    86465.555614114797    86475.357629163991    
      0.450000000000    84145.079345831007    84146.705762321479    84149.958595302436    84154.837844773865    84161.343510735765    84169.475593188152    84179.234092131010    
      0.451000000000    81914.736673250431    81916.355885247031    81919.594309240245    81924.451945230059    81930.928793216473    81939.024853199502    81948.740125179131    
      0.452000000000    79748.010556159526    79749.622611426777    79752.846721961294    79757.682887763061    79764.131108832094    79772.191385168364    79781.863716771899    
      0.453000000000    77642.954877930533    77644.559823811665    77647.769715573930    77652.584553217341    77659.004336741869    77667.029066147545    77676.658741434338    
      0.454000000000    75597.687112567422    75599.284995988986    75602.480762832143    75607.274413096879    75613.665946783178    75621.655363891055    75631.242664420512    
      0.455000000000    73610.386114132925    73611.976981609434    73615.158716562408    73619.931318991905    73626.294788897882    73634.249126280367    73643.794331139346    
      0.456000000000    71679.289987626718    71680.873885265028    71684.041680541661    71688.793373456618    71695.128964009898    71703.048452201489    71712.551838031417    
      0.457000000000    69802.694038144458    69804.271011648379    69807.424958656236    69812.155879168015    69818.463773183714    69826.348640703349    69835.810481726905    
      0.458000000000    67978.948795277392    67980.518889951985    67983.659079301171    67988.369363324964    67994.649742023335    68002.500215396300    68011.920783443871    
      0.459000000000    66206.458109836138    66208.021370592076    66211.147892103952    66215.837674371767    66222.090717395506    66229.907021175197    66239.286585710812    
      0.460000000000    64483.677320102259    64485.233791460116    64488.346734175822    64493.016148249371    64499.242033680785    64507.024390470040    64516.363218617153    
      0.461000000000    62809.111484922752    62810.661211017221    62813.760663206151    62818.409841489534    62824.608745867394    62832.357376339707    62841.655732906489    
      0.462000000000    61181.313681077052    61182.856705661121    61185.942754829251    61190.571828581451    61196.743926917719    61204.459049838049    61213.717197342448    
      0.463000000000    59598.883362442291    59600.419728891364    59603.492461789509    59608.101561136740    59614.247026933030    59621.928859178392    59631.147057872840    
      0.464000000000    58060.464778589936    58061.994529905904    58065.054032537832    58069.643286485712    58075.762291749561    58083.411048329384    58092.589556225154    
      0.465000000000    56564.745450540548    56566.268629355771    56569.314986986217    56573.884523431880    56579.977238692765    56587.593132768881    56596.732205660213    
      0.466000000000    55110.454701491188    55111.971350072497    55115.004647235102    55119.554592979002    55125.621187304227    55133.204430210732    55142.304321698561    
      0.467000000000    53696.362240423499    53697.872400676060    53700.892721181190    53705.423201938880    53711.463842949146    53719.014644211966    53728.075605727347    
      0.468000000000    52321.276796581296    52322.780510052515    52325.787936994966    52330.299077408643    52336.313931293545    52343.832498649659    52352.854779477006    
      0.469000000000    50984.044802886907    50985.542110770220    50988.536726536848    50993.028650186796    50999.017881720036    51006.504421136611    51015.488268436486    
      0.470000000000    49683.549126443642    49685.040069582261    49688.021955859505    49692.494785275376    49698.458557829857    49705.913273522965    49714.858932354691    
      0.471000000000    48418.707844346660    48420.192463237305    48423.161701018624    48427.615557690580    48433.554033253196    48440.977127706465    48449.884841050385    
      0.472000000000    47188.473063091420    47189.951397887999    47192.908067481156    47197.343071870906    47203.256411057228    47210.648085040135    47219.518093819614    
      0.473000000000    45991.829779942018    45993.301870459218    45996.246051493603    46000.662323045195    46006.550685113973    46013.911137699950    46022.743680803120    
      0.474000000000    44827.794784682534    44829.260670399395    44832.192441833111    44836.590098983703    44842.453641851149    44849.783070435456    44858.578384736618    
      0.475000000000    43695.415600238040    43696.875320301522    43699.794760428471    43704.173920618894    43710.012800872784    43717.311401190171    43726.069721571017    
      0.476000000000    42593.769460713207    42595.223053941620    42598.130240398452    42602.491020083697    42608.305392997361    42615.573359139438    42624.294918509935    
      0.477000000000    41521.962325450782    41523.409830337288    41526.304840110301    41530.647354769811    41536.437374315828    41543.674898748352    41552.359928067381    
      0.478000000000    40479.127927770583    40480.569382486545    40483.452291918460    40487.776656066344    40493.542474930182    40500.749748509988    40509.398476805749    
      0.479000000000    39464.426857098362    39465.862299496715    39468.733184293436    39473.039511488503    39478.781281081938    39485.958493073726    39494.571147463867    
      0.480000000000    38477.045673247092    38478.475140865674    38481.334076102838    38485.622478958590    38491.340349432925    38498.487687525841    38507.064493237332    
      0.481000000000    37516.196051661900    37517.619581726700    37520.466641856292    37524.737232050684    37530.431352309875    37537.549002633859    37546.090183022643    
      0.482000000000    36581.113958483365    36582.531587911755    36585.366846768542    36589.619735053719    36595.290252767278    36602.378399909234    36610.884176479580    
      0.483000000000    35671.058854330993    35672.470619734937    35675.294150542832    35679.529446754677    35685.176508370467    35692.235335390207    35700.705927813891    
      0.484000000000    34785.312925751001    34786.718863440205    34789.530738818605    34793.748551886209    34799.372302643016    34806.401991089020    34814.837617224228    
      0.485000000000    33923.180343312000    33924.580489297005    33927.380781266998    33931.581219221996    33937.181803161991    33944.182533086991    33952.583408996987    
      0.486000000000    33083.986545373424    33085.380935368688    33088.169715359218    33092.352885345004    33097.930445326070    33104.902395302393    33113.268735273974    
      0.487000000000    32267.077546587341    32268.466216014294    32271.243554868208    32275.409563149075    32280.964240856891    32287.907587991667    32296.239604553401    
      0.488000000000    31471.819270231332    31473.202254221360    31475.968222201420    31480.117174171508    31485.649110131624    31492.564030081769    31500.861934021945    
      0.489000000000    30697.596903506335    30698.974236903745    30701.728903698557    30705.860903890782    30711.370237480412    30718.256904467449    30726.520904851895    
      0.490000000000    29943.814274961998    29945.185992326937    29947.929427056810    29952.044579151625    29957.531448611375    29964.390035436063    29972.620339625690    
      0.491000000000    29209.893253250360    29211.259388861716    29213.991660084430    29218.090066918503    29223.554609363928    29230.385287420711    29238.582101088850    
      0.492000000000    28495.273166433839    28496.633754292103    28499.354930008616    28503.436693583393    28508.879045016427    28515.681984307717    28523.845511457272    
      0.493000000000    27799.410241105401    27800.765314935459    27803.475462595576    27807.540684085743    27812.960979405972    27819.736348556256    27827.866791536599    
      0.494000000000    27121.777060608390    27123.126653862342    27125.825840370246    27129.874620132105    27135.272993147912    27142.020959417678    27150.118518941388    
      0.495000000000    26461.862041666402    26463.206187526299    26465.894479246097    26469.926916825789    26475.303500265385    26482.024229564871    26490.089104724262    
      0.496000000000    25819.168928764197    25820.507660144762    25823.185122905899    25827.201317047595    25832.556242569863    25839.249899472699    25847.282287756098    
      0.497000000000    25193.216305643135    25194.549655194452    25197.216354297088    25201.216402951039    25206.549801156314    25213.216548912904    25221.216646220812    
      0.498000000000    24583.537123298389    24584.865123408552    24587.521123628885    24591.505123959381    24596.817124400044    24603.457124950874    24611.425125611866    
      0.499000000000    23989.678243889866    23991.000926687615    23993.646292283102    23997.614340676344    24002.905071867324    24009.518485856053    24017.454582642531    
      0.500000000000    23411.200000000001    23412.517397357286    23415.152192071859    23419.104384143717    23424.373973572860    23430.960960359291    23438.865344503007    
      0.501000000000    22847.675768691697    22848.987912226272    22851.612199295421    22855.548629899142    22860.797204037437    22867.357921710300    22875.230782917744    
      0.502000000000    22298.691559843253    22299.998480921178    22302.612323077028    22306.533086310803    22311.760770622506    22318.295376012135    22326.136902479684    
      0.503000000000    21763.845618252744    21765.147347990904    21767.750807467219    21771.655996681693    21776.862915634320    21783.371564325109    21791.181942754050    
      0.504000000000    21242.748039026683    21244.044608295237    21246.637746832348    21250.527454638017    21255.713731712243    21262.196578055020    21269.975993666354    
      0.505000000000    20735.020395783828    20736.311835208675    20738.894714058370    20742.769032332908    20747.934790032294    20754.391987156527    20762.140623705607    
